D,B,A,smiles,HOMO(eV),LUMO(eV),IP(eV),EA(eV),excE(eV),exc_osc(a.u.)
2,5,3,Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6cc(C(=O)O)cs6)s5)s4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.386000,-0.518000,5.475000,2.475000,3.488000,1.640000
3,9,7,COC(=O)c1sc2c(-c3cc(C)c(-c4cc5c(-c6ccc(C)s6)c6sccc6c(-c6ccc(C)s6)c5s4)s3)scc2c1F,-7.384000,-0.359000,5.454000,2.320000,3.664000,1.268000
2,9,5,Cc1ccc(-c2c3cc(-c4sc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)cc4C)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.384000,-0.248000,5.425000,2.263000,3.735000,1.596000
6,2,3,O=C(O)c1csc(-c2ccc(-c3ccc(-c4cccs4)s3)o2)c1,-7.382000,-0.163000,5.341000,2.178000,3.664000,1.496000
3,5,2,Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6cccc7nsnc67)s5)s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.382000,-0.959000,5.489000,2.999000,3.281000,1.464000
1,4,5,COc1c2cc(-c3cc4sc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)cc4s3)sc2c(OC)c2ccsc12,-7.382000,-0.440000,5.517000,2.348000,3.603000,2.461000
2,2,8,Cc1ccc(-c2c3cc(-c4ccc(-c5cc6c(ccc7nsnc76)c6nsnc56)o4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.381000,-1.324000,5.482000,3.210000,3.073000,0.997000
6,5,3,O=C(O)c1csc(-c2ccc(-c3ccc(-c4ccc(-c5cccs5)s4)s3)s2)c1,-7.380000,-0.465000,5.378000,2.433000,3.457000,1.982000
6,2,4,Fc1cc2nccnc2c(-c2ccc(-c3ccc(-c4cccs4)s3)o2)c1F,-7.379000,-0.542000,5.330000,2.644000,3.470000,1.292000
4,2,5,CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4cccs4)o3)cc21,-7.377000,0.092000,5.351000,1.837000,3.895000,1.427000
3,2,8,Cc1ccc(-c2c3cc(-c4ccc(-c5cc6c(ccc7nsnc76)c6nsnc56)o4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.376000,-1.331000,5.506000,3.215000,3.073000,1.067000
2,5,8,Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6cc7c(ccc8nsnc87)c7nsnc67)s5)s4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.375000,-1.340000,5.512000,3.231000,3.100000,1.697000
2,4,5,Cc1ccc(-c2c3cc(-c4cc5sc(-c6ccc7c(c6)C(C)(C)c6ccccc6-7)cc5s4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.372000,-0.393000,5.487000,2.320000,3.635000,2.397000
6,5,8,c1csc(-c2ccc(-c3ccc(-c4ccc(-c5cc6c(ccc7nsnc76)c6nsnc56)s4)s3)s2)c1,-7.372000,-1.328000,5.378000,3.224000,3.113000,1.628000
6,5,4,Fc1cc2nccnc2c(-c2ccc(-c3ccc(-c4ccc(-c5cccs5)s4)s3)s2)c1F,-7.365000,-0.583000,5.354000,2.659000,3.447000,1.971000
3,9,5,Cc1ccc(-c2c3cc(-c4sc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)cc4C)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.365000,-0.395000,5.449000,2.322000,3.614000,1.555000
4,5,5,CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5cccs5)s4)s3)cc21,-7.364000,-0.290000,5.367000,2.269000,3.572000,1.916000
2,2,2,Cc1ccc(-c2c3cc(-c4ccc(-c5cccc6nsnc56)o4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.363000,-0.828000,5.429000,2.918000,3.361000,1.049000
3,5,7,COC(=O)c1sc2c(-c3ccc(-c4ccc(-c5cc6c(-c7ccc(C)s7)c7sccc7c(-c7ccc(C)s7)c6s5)s4)s3)scc2c1F,-7.362000,-0.533000,5.447000,2.452000,3.472000,1.908000
1,5,3,COc1c2cc(-c3ccc(-c4ccc(-c5cc(C(=O)O)cs5)s4)s3)sc2c(OC)c2ccsc12,-7.353000,-0.517000,5.102000,2.531000,3.511000,1.991000
6,5,2,c1csc(-c2ccc(-c3ccc(-c4ccc(-c5cccc6nsnc56)s4)s3)s2)c1,-7.352000,-0.944000,5.362000,2.997000,3.255000,1.765000
6,5,6,CN1C(=O)c2csc(-c3ccc(-c4ccc(-c5ccc(-c6cccs6)s5)s4)s3)c2C1=O,-7.349000,-0.813000,5.405000,2.794000,3.208000,2.058000
1,7,3,COc1c2cc(-c3ccc(-c4cc(C(=O)O)cs4)cc3)sc2c(OC)c2ccsc12,-7.345000,-0.217000,5.081000,2.297000,4.236000,0.941000
1,5,5,COc1c2cc(-c3ccc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)s4)s3)sc2c(OC)c2ccsc12,-7.339000,-0.482000,5.435000,2.429000,3.462000,2.359000
2,5,7,COC(=O)c1sc2c(-c3ccc(-c4ccc(-c5cc6c(-c7ccc(C)cc7)c7sccc7c(-c7ccc(C)cc7)c6s5)s4)s3)scc2c1F,-7.330000,-0.453000,5.423000,2.414000,3.490000,2.007000
1,5,7,COC(=O)c1sc2c(-c3ccc(-c4ccc(-c5cc6c(OC)c7sccc7c(OC)c6s5)s4)s3)scc2c1F,-7.326000,-0.498000,5.447000,2.420000,3.447000,2.407000
2,5,2,Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6cccc7nsnc67)s5)s4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.324000,-0.960000,5.452000,3.010000,3.243000,1.914000
1,2,7,COC(=O)c1sc2c(-c3ccc(-c4cc5c(OC)c6sccc6c(OC)c5s4)o3)scc2c1F,-7.324000,-0.221000,5.433000,2.127000,3.670000,1.331000
3,2,7,COC(=O)c1sc2c(-c3ccc(-c4cc5c(-c6ccc(C)s6)c6sccc6c(-c6ccc(C)s6)c5s4)o3)scc2c1F,-7.320000,-0.343000,5.440000,2.228000,3.620000,1.458000
1,2,5,COc1c2cc(-c3ccc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)o3)sc2c(OC)c2ccsc12,-7.319000,-0.218000,5.410000,2.119000,3.680000,1.575000
6,4,7,COC(=O)c1sc2c(-c3cc4sc(-c5ccc(-c6cccs6)s5)cc4s3)scc2c1F,-7.319000,-0.383000,5.381000,2.297000,3.502000,2.198000
2,5,5,Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6ccc7c(c6)C(C)(C)c6ccccc6-7)s5)s4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.311000,-0.455000,5.416000,2.400000,3.470000,2.449000
3,2,5,Cc1ccc(-c2c3cc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)o4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.310000,-0.352000,5.441000,2.222000,3.583000,1.045000
3,5,5,Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6ccc7c(c6)C(C)(C)c6ccccc6-7)s5)s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.308000,-0.585000,5.445000,2.460000,3.383000,2.233000
2,2,7,COC(=O)c1sc2c(-c3ccc(-c4cc5c(-c6ccc(C)cc6)c6sccc6c(-c6ccc(C)cc6)c5s4)o3)scc2c1F,-7.303000,-0.220000,5.408000,2.114000,3.673000,1.704000
6,5,5,CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6cccs6)s5)s4)s3)cc21,-7.303000,-0.386000,5.315000,2.357000,3.454000,2.203000
2,2,5,Cc1ccc(-c2c3cc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)o4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.295000,-0.241000,5.406000,2.115000,3.651000,1.660000
6,4,5,CC1(C)c2ccccc2-c2ccc(-c3cc4sc(-c5ccc(-c6cccs6)s5)cc4s3)cc21,-7.294000,-0.394000,5.375000,2.298000,3.476000,2.203000
6,5,7,COC(=O)c1sc2c(-c3ccc(-c4ccc(-c5ccc(-c6cccs6)s5)s4)s3)scc2c1F,-7.284000,-0.401000,5.318000,2.356000,3.429000,2.226000
6,2,7,COC(=O)c1sc2c(-c3ccc(-c4ccc(-c5cccs5)s4)o3)scc2c1F,-7.262000,-0.153000,5.278000,2.137000,3.596000,1.702000
1,3,3,COc1c2cc(-c3ccc(-c4cc(C(=O)O)cs4)[se]3)sc2c(OC)c2ccsc12,-7.246000,-0.297000,5.240000,2.428000,3.646000,1.398000
6,2,5,CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5cccs5)s4)o3)cc21,-7.246000,-0.152000,5.268000,2.132000,3.594000,1.964000
