, sample_no, plate_id, Eta.V_ave, Sn.PM.Loading, Fe.PM.Loading, Co.PM.Loading, Ta.PM.Loading, Mn.PM.Loading, Cu.PM.Loading
1039, 1057, 3860, 0.460103, 0.2, 0, 0.3, 0, 0.4, 0.1
1040, 1058, 3860, 0.447151, 0, 0.2, 0.3, 0, 0.1, 0.4
1041, 1059, 3860, 0.564612, 0, 0.2, 0, 0.7, 0.1, 0
1042, 1060, 3860, 0.427578, 0.3, 0, 0.3, 0, 0, 0.4
1043, 1061, 3860, 0.478715, 0.1, 0, 0.2, 0.2, 0, 0.5
1044, 1062, 3860, 0.513232, 0, 0, 0.1, 0.8, 0.1, 0
1045, 1063, 3860, 0.426426, 0, 0.7, 0.1, 0, 0.1, 0.1
1046, 1064, 3860, 0.49276, 0.1, 0, 0.7, 0, 0.2, 0
1047, 1065, 3860, 0.579037, 0.8, 0, 0.1, 0.1, 0, 0
1048, 1066, 3860, 0.529534, 0.3, 0.4, 0, 0.3, 0, 0
1049, 1067, 3860, 0.481276, 0, 0.1, 0.2, 0.6, 0.1, 0
1050, 1068, 3860, 0.60672, 0.1, 0, 0, 0.5, 0.2, 0.2
1051, 1069, 3860, 0.455554, 0.5, 0, 0.3, 0.1, 0.1, 0
1052, 1070, 3860, 0.452385, 0, 0.1, 0.6, 0.2, 0, 0.1
1053, 1071, 3860, 0.473638, 0.1, 0, 0.3, 0.3, 0, 0.3
1054, 1072, 3860, 0.398918, 0.4, 0.3, 0.2, 0, 0, 0.1
1055, 1073, 3860, 0.46069, 0.3, 0, 0.5, 0, 0.2, 0
1056, 1074, 3860, 0.456005, 0, 0.6, 0.1, 0, 0, 0.3
1057, 1075, 3860, 0.598323, 0.4, 0, 0, 0, 0, 0.6
1058, 1076, 3860, 0.449829, 0, 0.2, 0, 0, 0.7, 0.1
1059, 1077, 3860, 0.446754, 0.5, 0.1, 0.2, 0, 0.2, 0
1060, 1078, 3860, 0.488484, 0, 0, 0.2, 0.1, 0.3, 0.4
1061, 1079, 3860, 0.438046, 0, 0.2, 0.1, 0, 0.4, 0.3
1062, 1080, 3860, 0.470524, 0.1, 0, 0.8, 0.1, 0, 0
1063, 1081, 3860, 0.526169, 0.8, 0.1, 0.1, 0, 0, 0
1064, 1082, 3860, 0.405433, 0.2, 0.3, 0.4, 0, 0.1, 0
1065, 1083, 3860, 0.450822, 0.1, 0, 0, 0, 0.8, 0.1
1066, 1084, 3860, 0.52097, 0, 0, 0, 0, 0.4, 0.6
1067, 1085, 3860, 0.446934, 0.1, 0.4, 0.1, 0, 0.4, 0
1068, 1086, 3860, 0.500368, 0.1, 0, 0.2, 0.5, 0, 0.2
1069, 1087, 3860, 0.472992, 0, 0.3, 0.2, 0.2, 0, 0.3
1070, 1088, 3860, 0.544654, 0.1, 0.4, 0, 0.4, 0.1, 0
1071, 1090, 3860, 0.43918, 0, 0.3, 0.1, 0, 0, 0.6
1072, 1091, 3860, 0.511613, 0.2, 0.1, 0, 0, 0.3, 0.4
1073, 1092, 3860, 0.548519, 0.2, 0.2, 0, 0.5, 0.1, 0
1074, 1093, 3860, 0.55407, 0, 0.2, 0, 0.5, 0.1, 0.2
1075, 1094, 3860, 0.454475, 0, 0, 0.4, 0.1, 0.5, 0
1076, 1095, 3860, 0.623021, 0.5, 0, 0, 0.2, 0.1, 0.2
1077, 1096, 3860, 0.560364, 0.2, 0, 0, 0.2, 0.5, 0.1
1078, 1097, 3860, 0.474322, 0.2, 0.3, 0, 0, 0.5, 0
1079, 1098, 3860, 0.43056, 0, 0.1, 0.5, 0, 0.1, 0.3
1080, 1099, 3860, 0.524601, 0.3, 0.2, 0, 0.3, 0.2, 0
1081, 1100, 3860, 0.439231, 0.6, 0, 0.3, 0.1, 0, 0
1082, 1101, 3860, 0.433105, 0.2, 0.4, 0.1, 0.3, 0, 0
1083, 1102, 3860, 0.469285, 0.4, 0, 0.2, 0.3, 0, 0.1
1084, 1103, 3860, 0.425881, 0.5, 0, 0.4, 0, 0, 0.1
1085, 1104, 3860, 0.483729, 0.2, 0, 0.1, 0.5, 0.2, 0
1086, 1105, 3860, 0.54167, 0, 0.2, 0, 0.6, 0.1, 0.1
1087, 1106, 3860, 0.452455, 0.1, 0.2, 0.1, 0.6, 0, 0
1088, 1107, 3860, 0.473426, 0, 0.2, 0.2, 0.5, 0, 0.1
1089, 1108, 3860, 0.545995, 0.2, 0.2, 0, 0.3, 0, 0.3
1090, 1109, 3860, 0.493429, 0, 0, 0.1, 0.3, 0.3, 0.3
1091, 1110, 3860, 0.564697, 0.3, 0, 0, 0.1, 0.5, 0.1
1092, 1111, 3860, 0.476638, 0, 0.3, 0, 0.2, 0.3, 0.2
1093, 1112, 3860, 0.524728, 0.4, 0, 0.1, 0.4, 0, 0.1
1094, 1113, 3860, 0.585983, 0, 0, 0, 0.6, 0.3, 0.1
1095, 1114, 3860, 0.476833, 0.1, 0, 0, 0.1, 0.8, 0
1096, 1115, 3860, 0.468897, 0.2, 0, 0.2, 0, 0.5, 0.1
1097, 1116, 3860, 0.52339, 0, 0.2, 0, 0.3, 0, 0.5
1098, 1117, 3860, 0.486312, 0.5, 0.4, 0, 0, 0, 0.1
1099, 1118, 3860, 0.476919, 0.1, 0.1, 0, 0, 0.2, 0.6
1100, 1119, 3860, 0.446777, 0, 0.4, 0.4, 0.1, 0.1, 0
1101, 1120, 3860, 0.488453, 0.1, 0.2, 0, 0, 0.4, 0.3
1102, 1121, 3860, 0.649477, 0.3, 0, 0, 0.6, 0, 0.1
1103, 1122, 3860, 0.513884, 0.2, 0.4, 0, 0.1, 0, 0.3
1104, 1123, 3860, 0.487162, 0, 0.1, 0.1, 0.4, 0.4, 0
1105, 1124, 3860, 0.508872, 0.1, 0, 0.1, 0.7, 0.1, 0
1106, 1125, 3860, 0.405941, 0.5, 0.1, 0.3, 0, 0, 0.1
1107, 1126, 3860, 0.449643, 0, 0.3, 0, 0, 0.1, 0.6
1108, 1127, 3860, 0.513043, 0, 0.2, 0.1, 0.6, 0, 0.1
1109, 1128, 3860, 0.548738, 0.1, 0.3, 0, 0.5, 0.1, 0
1110, 1129, 3860, 0.636796, 0.5, 0.1, 0, 0.2, 0, 0.2
1111, 1130, 3860, 0.627402, 0.4, 0, 0, 0.4, 0.2, 0
1112, 1131, 3860, 0.493443, 0, 0.6, 0, 0.1, 0.1, 0.2
1113, 1132, 3860, 0.465877, 0, 0, 0.2, 0.1, 0.4, 0.3
1114, 1133, 3860, 0.446155, 0, 0.1, 0.5, 0, 0.2, 0.2
1115, 1134, 3860, 0.54675, 0, 0.4, 0, 0.5, 0, 0.1
1116, 1135, 3860, 0.564455, 0.3, 0.2, 0, 0.1, 0, 0.4
1117, 1136, 3860, 0.450033, 0.3, 0, 0.3, 0.1, 0.3, 0
1118, 1137, 3860, 0.453113, 0, 0, 0.5, 0.5, 0, 0
1119, 1138, 3860, 0.425682, 0, 0.4, 0.2, 0, 0.4, 0
1120, 1139, 3860, 0.50321, 0.2, 0.5, 0, 0, 0, 0.3
1121, 1140, 3860, 0.425459, 0, 0.1, 0.7, 0.1, 0, 0.1
1122, 1141, 3860, 0.520868, 0, 0.5, 0, 0.3, 0, 0.2
1123, 1142, 3860, 0.418507, 0.2, 0.1, 0.1, 0, 0, 0.6
1124, 1143, 3860, 0.480238, 0.1, 0.7, 0, 0, 0, 0.2
1125, 1144, 3860, 0.543201, 0.3, 0.3, 0, 0, 0, 0.4
1126, 1145, 3860, 0.6049, 0, 0, 0, 0.3, 0.2, 0.5
1127, 1146, 3860, 0.414629, 0, 0.5, 0.3, 0, 0.2, 0
1128, 1147, 3860, 0.539192, 0.3, 0.2, 0, 0, 0.2, 0.3
1129, 1148, 3860, 0.625855, 0.3, 0.1, 0, 0.3, 0, 0.3
1130, 1149, 3860, 0.5239, 0, 0.6, 0, 0.3, 0, 0.1
1131, 1150, 3860, 0.599169, 0.1, 0.1, 0, 0.8, 0, 0
1132, 1151, 3860, 0.416703, 0.2, 0.3, 0.2, 0.3, 0, 0
1133, 1152, 3860, 0.453533, 0.1, 0.5, 0.1, 0.3, 0, 0
1134, 1154, 3860, 0.54003, 0, 0.1, 0, 0.3, 0.6, 0
1135, 1155, 3860, 0.482753, 0, 0.3, 0, 0.1, 0.1, 0.5
1136, 1156, 3860, 0.437248, 0.2, 0, 0.5, 0.1, 0.2, 0
1137, 1157, 3860, 0.61266, 0.2, 0, 0, 0.3, 0.1, 0.4
1138, 1158, 3860, 0.471486, 0.3, 0, 0, 0, 0, 0.7
1139, 1159, 3860, 0.489012, 0.3, 0, 0.1, 0.5, 0.1, 0
1140, 1160, 3860, 0.480681, 0.2, 0.4, 0, 0, 0.4, 0
1141, 1161, 3860, 0.41936, 0.2, 0.1, 0.4, 0.3, 0, 0
1142, 1162, 3860, 0.478533, 0.1, 0.5, 0, 0, 0.3, 0.1
1143, 1163, 3860, 0.535264, 0.3, 0, 0, 0, 0.5, 0.2
1144, 1164, 3860, 0.458561, 0, 0.5, 0.4, 0, 0, 0.1
1145, 1165, 3860, 0.541326, 0.3, 0, 0, 0, 0.4, 0.3
1146, 1166, 3860, 0.574908, 0.1, 0, 0, 0.7, 0.2, 0
1147, 1167, 3860, 0.429823, 0.6, 0, 0.3, 0, 0, 0.1
1148, 1168, 3860, 0.498859, 0.2, 0, 0.1, 0.3, 0.4, 0
1149, 1169, 3860, 0.441888, 0, 0, 0.4, 0.3, 0.3, 0
1150, 1170, 3860, 0.453896, 0, 0.3, 0.3, 0.3, 0, 0.1
1151, 1171, 3860, 0.529408, 0.3, 0.3, 0, 0.4, 0, 0
1152, 1172, 3860, 0.454723, 0.1, 0, 0.2, 0.6, 0.1, 0
1153, 1173, 3860, 0.449055, 0, 0.1, 0.4, 0.1, 0.4, 0
1154, 1174, 3860, 0.587279, 0.4, 0, 0, 0.3, 0.3, 0
1155, 1175, 3860, 0.48404, 0.1, 0.8, 0, 0.1, 0, 0
1156, 1176, 3860, 0.485811, 0.2, 0, 0.1, 0.4, 0.3, 0
1157, 1177, 3860, 0.616007, 0.4, 0, 0, 0, 0.1, 0.5
1158, 1178, 3860, 0.621338, 0.6, 0.1, 0, 0.1, 0, 0.2
1159, 1179, 3860, 0.448751, 0.4, 0.4, 0.1, 0, 0.1, 0
1160, 1180, 3860, 0.499299, 0.3, 0.2, 0, 0, 0.5, 0
1161, 1181, 3860, 0.493427, 0.2, 0, 0.1, 0.2, 0.5, 0
1162, 1182, 3860, 0.545538, 0.6, 0, 0, 0, 0.4, 0
1163, 1183, 3860, 0.456034, 0, 0.5, 0.4, 0.1, 0, 0
1164, 1184, 3860, 0.608472, 0.1, 0, 0, 0.9, 0, 0
1165, 1185, 3860, 0.39619, 0.2, 0.2, 0.1, 0, 0, 0.5
1166, 1186, 3860, 0.448346, 0, 0, 0.3, 0.3, 0.2, 0.2
1167, 1187, 3860, 0.493636, 0, 0, 0.1, 0.1, 0.3, 0.5
1168, 1188, 3860, 0.449593, 0, 0, 0.6, 0, 0.4, 0
1169, 1189, 3860, 0.497292, 0, 0.3, 0.1, 0.5, 0.1, 0
1170, 1190, 3860, 0.444019, 0.4, 0, 0.2, 0, 0.3, 0.1
1171, 1191, 3860, 0.42586, 0.1, 0.1, 0.4, 0.4, 0, 0
1172, 1192, 3860, 0.543197, 0, 0.1, 0, 0.2, 0.4, 0.3
1173, 1193, 3860, 0.542082, 0.3, 0.1, 0, 0, 0.2, 0.4
1174, 1194, 3860, 0.415861, 0, 0.1, 0.3, 0, 0, 0.6
1175, 1195, 3860, 0.419279, 0.2, 0.4, 0.3, 0.1, 0, 0
1176, 1196, 3860, 0.462461, 0, 0.5, 0.2, 0.1, 0, 0.2
1177, 1197, 3860, 0.457275, 0, 0, 0.5, 0, 0.1, 0.4
1178, 1198, 3860, 0.4315, 0.2, 0, 0.3, 0, 0, 0.5
1179, 1199, 3860, 0.42444, 0.1, 0.2, 0.3, 0, 0, 0.4
1180, 1200, 3860, 0.554198, 0, 0, 0, 0.3, 0.6, 0.1
1181, 1201, 3860, 0.439907, 0.1, 0.1, 0.7, 0.1, 0, 0
1182, 1202, 3860, 0.623425, 0.1, 0, 0, 0.5, 0.1, 0.3
1183, 1203, 3860, 0.607923, 0.2, 0.1, 0, 0.3, 0, 0.4
1184, 1204, 3860, 0.437987, 0, 0, 0.1, 0.1, 0.6, 0.2
1185, 1205, 3860, 0.519652, 0.1, 0.6, 0, 0.3, 0, 0
1186, 1206, 3860, 0.463954, 0.1, 0, 0.3, 0, 0.1, 0.5
1187, 1207, 3860, 0.62331, 0, 0, 0, 0.5, 0.1, 0.4
1188, 1208, 3860, 0.529908, 0, 0.5, 0, 0.3, 0.1, 0.1
1189, 1209, 3860, 0.61826, 0.3, 0, 0, 0.3, 0.2, 0.2
1190, 1210, 3860, 0.452326, 0, 0, 0, 0.1, 0.8, 0.1
1191, 1211, 3860, 0.446505, 0.2, 0, 0.5, 0.2, 0.1, 0
1192, 1212, 3860, 0.458037, 0, 0, 0.1, 0.1, 0.5, 0.3
1193, 1213, 3860, 0.422348, 0.1, 0.4, 0.3, 0, 0, 0.2
1194, 1214, 3860, 0.406523, 0.2, 0.1, 0.5, 0, 0, 0.2
1195, 1215, 3860, 0.445359, 0.1, 0.1, 0.5, 0, 0.3, 0
1196, 1216, 3860, 0.4189, 0.1, 0.3, 0.3, 0.3, 0, 0
1197, 1218, 3860, 0.403077, 0.3, 0.2, 0.3, 0, 0, 0.2
1198, 1219, 3860, 0.472777, 0.1, 0.3, 0, 0, 0.4, 0.2
1199, 1220, 3860, 0.451398, 0, 0, 0.4, 0, 0.1, 0.5
1200, 1221, 3860, 0.505189, 0.4, 0.2, 0, 0, 0, 0.4
1201, 1222, 3860, 0.469132, 0, 0, 0.2, 0.4, 0.4, 0
1202, 1223, 3860, 0.499253, 0, 0.2, 0, 0.1, 0.7, 0
1203, 1224, 3860, 0.587247, 0.9, 0, 0, 0, 0.1, 0
1204, 1225, 3860, 0.478881, 0, 0, 0.2, 0.5, 0.2, 0.1
1205, 1226, 3860, 0.568027, 0, 0, 0, 0.4, 0.3, 0.3
1206, 1227, 3860, 0.485294, 0.2, 0, 0.1, 0, 0.6, 0.1
1207, 1228, 3860, 0.553702, 0.1, 0, 0, 0.3, 0.5, 0.1
1208, 1229, 3860, 0.475652, 0, 0.1, 0.2, 0.2, 0, 0.5
1209, 1230, 3860, 0.626553, 0, 0, 0, 0.9, 0, 0.1
1210, 1231, 3860, 0.583822, 0, 0, 0, 0.7, 0.2, 0.1
1211, 1232, 3860, 0.412703, 0.2, 0.4, 0.3, 0, 0, 0.1
1212, 1233, 3860, 0.410287, 0.1, 0.7, 0.2, 0, 0, 0
1213, 1234, 3860, 0.446744, 0, 0.3, 0.4, 0, 0.1, 0.2
1214, 1235, 3860, 0.50568, 0.5, 0.3, 0, 0, 0.2, 0
1215, 1236, 3860, 0.417271, 0, 0.1, 0.2, 0, 0.5, 0.2
1216, 1237, 3860, 0.54179, 0.3, 0.2, 0, 0.5, 0, 0
1217, 1238, 3860, 0.462173, 0.3, 0, 0.2, 0.2, 0.3, 0
1218, 1239, 3860, 0.406489, 0.2, 0.4, 0.1, 0, 0, 0.3
1219, 1240, 3860, 0.422411, 0, 0, 0.7, 0, 0, 0.3
1220, 1241, 3860, 0.429655, 0.1, 0, 0.2, 0, 0.5, 0.2
1221, 1242, 3860, 0.488498, 0.3, 0, 0.1, 0.4, 0.2, 0
1222, 1243, 3860, 0.526276, 0.2, 0.3, 0, 0.2, 0, 0.3
1223, 1244, 3860, 0.43579, 0.3, 0, 0.5, 0.2, 0, 0
1224, 1245, 3860, 0.421247, 0.2, 0.3, 0.2, 0, 0.3, 0
1225, 1246, 3860, 0.458089, 0.1, 0.2, 0.1, 0, 0.6, 0
1226, 1247, 3860, 0.416522, 0.1, 0.1, 0.4, 0, 0, 0.4
1227, 1248, 3860, 0.572764, 0.1, 0.1, 0, 0.2, 0, 0.6
1228, 1249, 3860, 0.482887, 0.3, 0.5, 0, 0, 0, 0.2
1229, 1250, 3860, 0.505715, 0.4, 0, 0.1, 0.2, 0, 0.3
1230, 1251, 3860, 0.559923, 0.5, 0.1, 0, 0.2, 0.2, 0
1231, 1252, 3860, 0.400358, 0, 0.1, 0.3, 0, 0.5, 0.1
1232, 1253, 3860, 0.562259, 0, 0.1, 0, 0.7, 0.2, 0
1233, 1254, 3860, 0.510132, 0.1, 0, 0.1, 0.8, 0, 0
1234, 1255, 3860, 0.418724, 0.1, 0.3, 0.4, 0, 0, 0.2
1235, 1256, 3860, 0.423729, 0, 0.2, 0.2, 0, 0.5, 0.1
1236, 1257, 3860, 0.425312, 0.1, 0.2, 0.6, 0, 0.1, 0
1237, 1258, 3860, 0.452669, 0.4, 0, 0.3, 0.2, 0, 0.1
1238, 1259, 3860, 0.520624, 0.2, 0, 0, 0, 0.7, 0.1
1239, 1260, 3860, 0.47848, 0, 0, 0.4, 0.2, 0.1, 0.3
1240, 1261, 3860, 0.58974, 0.1, 0, 0, 0.5, 0.3, 0.1
1241, 1262, 3860, 0.417155, 0.3, 0, 0.5, 0, 0.1, 0.1
1242, 1263, 3860, 0.467022, 0.2, 0, 0.3, 0.3, 0, 0.2
1243, 1264, 3860, 0.447158, 0, 0.3, 0.3, 0, 0.1, 0.3
1244, 1265, 3860, 0.439379, 0.1, 0.2, 0.3, 0.4, 0, 0
1245, 1266, 3860, 0.481428, 0, 0.1, 0.2, 0.4, 0, 0.3
1246, 1267, 3860, 0.489272, 0.5, 0, 0.1, 0, 0.3, 0.1
1247, 1268, 3860, 0.451314, 0, 0.1, 0.4, 0.1, 0, 0.4
1248, 1269, 3860, 0.571654, 0.2, 0.2, 0, 0.5, 0, 0.1
1249, 1270, 3860, 0.463047, 0.1, 0, 0.3, 0, 0.2, 0.4
1250, 1271, 3860, 0.457637, 0, 0.3, 0, 0, 0.4, 0.3
1251, 1272, 3860, 0.468025, 0, 0.7, 0.1, 0.2, 0, 0
1252, 1273, 3860, 0.455152, 0.2, 0, 0.4, 0.1, 0, 0.3
1253, 1274, 3860, 0.489362, 0, 0, 0.1, 0.2, 0.5, 0.2
1254, 1275, 3860, 0.435878, 0.1, 0.6, 0.1, 0, 0.2, 0
1255, 1276, 3860, 0.459519, 0, 0.4, 0, 0, 0.3, 0.3
1256, 1277, 3860, 0.569484, 0.4, 0.2, 0, 0.3, 0, 0.1
1257, 1278, 3860, 0.479301, 0.1, 0, 0.3, 0, 0.6, 0
1258, 1279, 3860, 0.441502, 0.5, 0.1, 0.2, 0.2, 0, 0
1259, 1280, 3860, 0.528788, 0.2, 0, 0.1, 0.5, 0, 0.2
1260, 1282, 3860, 0.44808, 0.4, 0, 0.3, 0.1, 0, 0.2
1261, 1283, 3860, 0.519021, 0.7, 0, 0.1, 0.1, 0, 0.1
1262, 1284, 3860, 0.473907, 0.2, 0, 0.2, 0.1, 0.5, 0
1263, 1285, 3860, 0.440871, 0, 0.4, 0.3, 0.2, 0.1, 0
1264, 1286, 3860, 0.594687, 0.5, 0, 0, 0.1, 0.2, 0.2
1265, 1287, 3860, 0.439944, 0, 0.5, 0.1, 0, 0, 0.4
1266, 1288, 3860, 0.515624, 0.3, 0.1, 0, 0, 0.4, 0.2
1267, 1289, 3860, 0.551611, 0.1, 0.2, 0, 0.6, 0, 0.1
1268, 1290, 3860, 0.453261, 0.3, 0, 0.3, 0.2, 0.2, 0
1269, 1291, 3860, 0.514717, 0.1, 0, 0, 0.1, 0.5, 0.3
1270, 1292, 3860, 0.425425, 0.1, 0.5, 0.3, 0, 0, 0.1
1271, 1293, 3860, 0.430837, 0, 0.5, 0, 0, 0.1, 0.4
1272, 1294, 3860, 0.600585, 0.2, 0, 0, 0.7, 0.1, 0
1273, 1295, 3860, 0.437429, 0, 0.4, 0, 0, 0, 0.6
1274, 1296, 3860, 0.460752, 0.1, 0, 0.3, 0.4, 0.2, 0
1275, 1297, 3860, 0.528773, 0, 0.4, 0, 0.6, 0, 0
1276, 1298, 3860, 0.483269, 0, 0.4, 0.1, 0.4, 0, 0.1
1277, 1299, 3860, 0.413471, 0.3, 0.2, 0.1, 0, 0, 0.4
1278, 1300, 3860, 0.443627, 0.2, 0, 0.4, 0.1, 0.3, 0
1279, 1301, 3860, 0.432212, 0, 0.2, 0.2, 0, 0.3, 0.3
1280, 1302, 3860, 0.426777, 0, 0.2, 0.1, 0, 0.5, 0.2
1281, 1303, 3860, 0.513629, 0.3, 0.1, 0, 0, 0.5, 0.1
1282, 1304, 3860, 0.531412, 0.2, 0.2, 0, 0.1, 0, 0.5
1283, 1305, 3860, 0.508163, 0.3, 0.5, 0, 0.2, 0, 0
1284, 1306, 3860, 0.440029, 0.4, 0.3, 0.1, 0.2, 0, 0
1285, 1307, 3860, 0.605498, 0.4, 0, 0, 0.3, 0, 0.3
1286, 1308, 3860, 0.416297, 0.1, 0.4, 0.3, 0.2, 0, 0
1287, 1309, 3860, 0.591916, 0.7, 0, 0, 0, 0.1, 0.2
1288, 1310, 3860, 0.440801, 0, 0, 0.4, 0.1, 0.4, 0.1
1289, 1311, 3860, 0.532678, 0.2, 0.1, 0, 0.2, 0.5, 0
1290, 1312, 3860, 0.513176, 0.4, 0.4, 0, 0.1, 0, 0.1
1291, 1313, 3860, 0.46103, 0.1, 0.4, 0, 0, 0, 0.5
1292, 1314, 3860, 0.464113, 0.4, 0, 0.1, 0, 0.2, 0.3
1293, 1315, 3860, 0.545987, 0.1, 0, 0, 0.1, 0.1, 0.7
1294, 1316, 3860, 0.505276, 0.1, 0, 0, 0, 0.9, 0
1295, 1317, 3860, 0.474242, 0, 0, 0.3, 0.2, 0, 0.5
1296, 1318, 3860, 0.433817, 0, 0.2, 0.6, 0.1, 0, 0.1
1297, 1319, 3860, 0.462449, 0.3, 0, 0.3, 0, 0.4, 0
1298, 1320, 3860, 0.475562, 0.2, 0, 0.2, 0.3, 0.3, 0
1299, 1321, 3860, 0.484855, 0.3, 0.4, 0, 0, 0.2, 0.1
1300, 1322, 3860, 0.456135, 0, 0.3, 0.3, 0.4, 0, 0
1301, 1323, 3860, 0.425649, 0, 0.6, 0.2, 0.1, 0.1, 0
1302, 1324, 3860, 0.505535, 0.4, 0, 0.1, 0.4, 0.1, 0
1303, 1325, 3860, 0.486222, 0, 0.1, 0.1, 0.6, 0.2, 0
1304, 1326, 3860, 0.418498, 0.1, 0.2, 0.4, 0, 0.3, 0
1305, 1327, 3860, 0.555212, 0, 0.2, 0, 0.4, 0.1, 0.3
1306, 1328, 3860, 0.582298, 0.4, 0, 0, 0.1, 0.5, 0
1307, 1329, 3860, 0.439143, 0.1, 0, 0.5, 0.2, 0.2, 0
1308, 1330, 3860, 0.53461, 0.2, 0.3, 0, 0.4, 0, 0.1
1309, 1331, 3860, 0.387163, 0, 0, 0, 0, 0.9, 0.1
1310, 1332, 3860, 0.569656, 0.5, 0.1, 0, 0, 0.1, 0.3
1311, 1333, 3860, 0.526697, 0, 0.4, 0, 0.2, 0.3, 0.1
1312, 1334, 3860, 0.544688, 0.2, 0.3, 0, 0.5, 0, 0
1313, 1335, 3860, 0.420085, 0.1, 0.3, 0.1, 0, 0, 0.5
1314, 1336, 3860, 0.44062, 0.2, 0, 0.2, 0, 0.1, 0.5
1315, 1337, 3860, 0.412637, 0.3, 0.4, 0.1, 0, 0, 0.2
1316, 1338, 3860, 0.448611, 0, 0, 0.4, 0, 0.4, 0.2
1317, 1339, 3860, 0.55565, 0, 0.3, 0, 0.4, 0.2, 0.1
1318, 1340, 3860, 0.561661, 0.1, 0, 0, 0.1, 0.4, 0.4
1319, 1341, 3860, 0.462922, 0, 0.6, 0.1, 0.2, 0.1, 0
1320, 1342, 3860, 0.405016, 0.3, 0.1, 0.4, 0, 0, 0.2
1321, 1343, 3860, 0.452319, 0.3, 0, 0.3, 0.1, 0, 0.3
1322, 1344, 3860, 0.476872, 0.4, 0, 0.2, 0, 0.4, 0
1323, 1346, 3860, 0.397956, 0.4, 0.3, 0.3, 0, 0, 0
1324, 1347, 3860, 0.455017, 0, 0.8, 0, 0, 0.1, 0.1
1325, 1348, 3860, 0.498651, 0, 0.3, 0.1, 0.5, 0, 0.1
1326, 1349, 3860, 0.478984, 0.1, 0.1, 0, 0, 0.5, 0.3
1327, 1350, 3860, 0.433119, 0, 0.2, 0.5, 0, 0.1, 0.2
1328, 1351, 3860, 0.447832, 0.2, 0, 0.3, 0.5, 0, 0
1329, 1352, 3860, 0.500848, 0, 0.1, 0.1, 0.5, 0, 0.3
1330, 1353, 3860, 0.42686, 0, 0.4, 0.1, 0, 0.5, 0
1331, 1354, 3860, 0.566384, 0.6, 0.1, 0, 0, 0, 0.3
1332, 1355, 3860, 0.479384, 0.1, 0.1, 0, 0, 0.3, 0.5
1333, 1356, 3860, 0.46357, 0, 0, 0.3, 0.6, 0, 0.1
1334, 1357, 3860, 0.414841, 0, 0.7, 0.2, 0, 0.1, 0
1335, 1358, 3860, 0.525048, 0.6, 0.2, 0, 0, 0.1, 0.1
1336, 1359, 3860, 0.465022, 0, 0, 0.3, 0.4, 0, 0.3
1337, 1360, 3860, 0.572489, 0.6, 0, 0, 0, 0, 0.4
1338, 1361, 3860, 0.435772, 0.1, 0, 0.1, 0, 0.6, 0.2
1339, 1362, 3860, 0.440337, 0.1, 0.1, 0.7, 0, 0.1, 0
1340, 1363, 3860, 0.480926, 0, 0, 0.1, 0.2, 0.4, 0.3
1341, 1364, 3860, 0.428894, 0.5, 0.1, 0.2, 0, 0, 0.2
1342, 1365, 3860, 0.469763, 0.6, 0, 0.1, 0, 0, 0.3
1343, 1366, 3860, 0.443015, 0, 0.7, 0, 0, 0.1, 0.2
1344, 1367, 3860, 0.457767, 0.1, 0.1, 0, 0, 0, 0.8
1345, 1368, 3860, 0.498427, 0.2, 0.4, 0, 0.1, 0.3, 0
1346, 1369, 3860, 0.521081, 0.5, 0.2, 0, 0.1, 0.2, 0
1347, 1370, 3860, 0.416844, 0.3, 0.1, 0.3, 0, 0.3, 0
1348, 1371, 3860, 0.54607, 0.1, 0, 0, 0.2, 0.6, 0.1
1349, 1372, 3860, 0.496488, 0, 0, 0.1, 0.4, 0.1, 0.4
1350, 1373, 3860, 0.498772, 0.1, 0, 0.1, 0.3, 0, 0.5
1351, 1374, 3860, 0.476116, 0.1, 0, 0.2, 0.4, 0.3, 0
1352, 1375, 3860, 0.415159, 0.3, 0, 0.4, 0, 0.1, 0.2
1353, 1376, 3860, 0.522546, 0.1, 0.1, 0, 0.1, 0.7, 0
1354, 1377, 3860, 0.550513, 0.4, 0.1, 0, 0, 0.1, 0.4
1355, 1378, 3860, 0.405238, 0.2, 0.1, 0.4, 0, 0, 0.3
1356, 1379, 3860, 0.440378, 0.1, 0, 0.3, 0, 0, 0.6
1357, 1380, 3860, 0.445168, 0.1, 0, 0.5, 0, 0.3, 0.1
1358, 1381, 3860, 0.414622, 0.3, 0.1, 0.4, 0, 0.2, 0
1359, 1382, 3860, 0.4748, 0.3, 0.6, 0, 0, 0, 0.1
1360, 1383, 3860, 0.399212, 0.2, 0.4, 0.3, 0, 0.1, 0
1361, 1384, 3860, 0.439616, 0.1, 0, 0.4, 0.3, 0.2, 0
1362, 1385, 3860, 0.420156, 0, 0.4, 0.3, 0, 0.2, 0.1
1363, 1386, 3860, 0.581482, 0.4, 0, 0, 0.1, 0.2, 0.3
1364, 1387, 3860, 0.421748, 0.1, 0.3, 0.5, 0, 0.1, 0
1365, 1388, 3860, 0.504198, 0, 0.2, 0.1, 0.5, 0, 0.2
1366, 1389, 3860, 0.518132, 0.1, 0.5, 0, 0.3, 0.1, 0
1367, 1390, 3860, 0.416044, 0.1, 0.3, 0.6, 0, 0, 0
