, sample_no, plate_id, Eta.V_ave, Sn.PM.Loading, Sb.PM.Loading, Co.PM.Loading, Ca.PM.Loading, Ni.PM.Loading, Mn.PM.Loading
1039, 1057, 4098, 0.406097, 0.2, 0, 0.3, 0, 0.4, 0.1
1040, 1058, 4098, 0.470087, 0, 0.2, 0.3, 0, 0.1, 0.4
1041, 1059, 4098, 0.495161, 0, 0.2, 0, 0.7, 0.1, 0
1042, 1060, 4098, 0.442302, 0.3, 0, 0.3, 0, 0, 0.4
1043, 1061, 4098, 0.459398, 0.1, 0, 0.2, 0.2, 0, 0.5
1044, 1062, 4098, 0.454967, 0, 0, 0.1, 0.8, 0.1, 0
1045, 1063, 4098, 0.470364, 0, 0.7, 0.1, 0, 0.1, 0.1
1046, 1064, 4098, 0.434731, 0.1, 0, 0.7, 0, 0.2, 0
1047, 1065, 4098, 0.510878, 0.8, 0, 0.1, 0.1, 0, 0
1048, 1066, 4098, 0.540503, 0.3, 0.4, 0, 0.3, 0, 0
1049, 1067, 4098, 0.475469, 0, 0.1, 0.2, 0.6, 0.1, 0
1050, 1068, 4098, 0.480712, 0.1, 0, 0, 0.5, 0.2, 0.2
1051, 1069, 4098, 0.427684, 0.5, 0, 0.3, 0.1, 0.1, 0
1052, 1070, 4098, 0.469992, 0, 0.1, 0.6, 0.2, 0, 0.1
1053, 1071, 4098, 0.486404, 0.1, 0, 0.3, 0.3, 0, 0.3
1054, 1072, 4098, 0.467242, 0.4, 0.3, 0.2, 0, 0, 0.1
1055, 1073, 4098, 0.409436, 0.3, 0, 0.5, 0, 0.2, 0
1056, 1074, 4098, 0.503807, 0, 0.6, 0.1, 0, 0, 0.3
1057, 1075, 4098, 0.500671, 0.4, 0, 0, 0, 0, 0.6
1058, 1076, 4098, 0.445831, 0, 0.2, 0, 0, 0.7, 0.1
1059, 1077, 4098, 0.457635, 0.5, 0.1, 0.2, 0, 0.2, 0
1060, 1078, 4098, 0.477802, 0, 0, 0.2, 0.1, 0.3, 0.4
1061, 1079, 4098, 0.444792, 0, 0.2, 0.1, 0, 0.4, 0.3
1062, 1080, 4098, 0.447006, 0.1, 0, 0.8, 0.1, 0, 0
1063, 1081, 4098, 0.496158, 0.8, 0.1, 0.1, 0, 0, 0
1064, 1082, 4098, 0.445948, 0.2, 0.3, 0.4, 0, 0.1, 0
1065, 1083, 4098, 0.436391, 0.1, 0, 0, 0, 0.8, 0.1
1066, 1084, 4098, 0.487257, 0, 0, 0, 0, 0.4, 0.6
1067, 1085, 4098, 0.480474, 0.1, 0.4, 0.1, 0, 0.4, 0
1068, 1086, 4098, 0.479594, 0.1, 0, 0.2, 0.5, 0, 0.2
1069, 1087, 4098, 0.497486, 0, 0.3, 0.2, 0.2, 0, 0.3
1070, 1088, 4098, 0.600978, 0.1, 0.4, 0, 0.4, 0.1, 0
1071, 1090, 4098, 0.484221, 0, 0.3, 0.1, 0, 0, 0.6
1072, 1091, 4098, 0.48252, 0.2, 0.1, 0, 0, 0.3, 0.4
1073, 1092, 4098, 0.528759, 0.2, 0.2, 0, 0.5, 0.1, 0
1074, 1093, 4098, 0.505875, 0, 0.2, 0, 0.5, 0.1, 0.2
1075, 1094, 4098, 0.405981, 0, 0, 0.4, 0.1, 0.5, 0
1076, 1095, 4098, 0.509306, 0.5, 0, 0, 0.2, 0.1, 0.2
1077, 1096, 4098, 0.446168, 0.2, 0, 0, 0.2, 0.5, 0.1
1078, 1097, 4098, 0.482447, 0.2, 0.3, 0, 0, 0.5, 0
1079, 1098, 4098, 0.471432, 0, 0.1, 0.5, 0, 0.1, 0.3
1080, 1099, 4098, 0.513513, 0.3, 0.2, 0, 0.3, 0.2, 0
1081, 1100, 4098, 0.455259, 0.6, 0, 0.3, 0.1, 0, 0
1082, 1101, 4098, 0.49922, 0.2, 0.4, 0.1, 0.3, 0, 0
1083, 1102, 4098, 0.454578, 0.4, 0, 0.2, 0.3, 0, 0.1
1084, 1103, 4098, 0.425834, 0.5, 0, 0.4, 0, 0, 0.1
1085, 1104, 4098, 0.442817, 0.2, 0, 0.1, 0.5, 0.2, 0
1086, 1105, 4098, 0.49687, 0, 0.2, 0, 0.6, 0.1, 0.1
1087, 1106, 4098, 0.496527, 0.1, 0.2, 0.1, 0.6, 0, 0
1088, 1107, 4098, 0.505427, 0, 0.2, 0.2, 0.5, 0, 0.1
1089, 1108, 4098, 0.492537, 0.2, 0.2, 0, 0.3, 0, 0.3
1090, 1109, 4098, 0.466278, 0, 0, 0.1, 0.3, 0.3, 0.3
1091, 1110, 4098, 0.436973, 0.3, 0, 0, 0.1, 0.5, 0.1
1092, 1111, 4098, 0.528957, 0, 0.3, 0, 0.2, 0.3, 0.2
1093, 1112, 4098, 0.46829, 0.4, 0, 0.1, 0.4, 0, 0.1
1094, 1113, 4098, 0.473902, 0, 0, 0, 0.6, 0.3, 0.1
1095, 1114, 4098, 0.432106, 0.1, 0, 0, 0.1, 0.8, 0
1096, 1115, 4098, 0.400957, 0.2, 0, 0.2, 0, 0.5, 0.1
1097, 1116, 4098, 0.574489, 0, 0.2, 0, 0.3, 0, 0.5
1098, 1117, 4098, 0.510469, 0.5, 0.4, 0, 0, 0, 0.1
1099, 1118, 4098, 0.491045, 0.1, 0.1, 0, 0, 0.2, 0.6
1100, 1119, 4098, 0.471919, 0, 0.4, 0.4, 0.1, 0.1, 0
1101, 1120, 4098, 0.460684, 0.1, 0.2, 0, 0, 0.4, 0.3
1102, 1121, 4098, 0.545826, 0.3, 0, 0, 0.6, 0, 0.1
1103, 1122, 4098, 0.507785, 0.2, 0.4, 0, 0.1, 0, 0.3
1104, 1123, 4098, 0.452907, 0, 0.1, 0.1, 0.4, 0.4, 0
1105, 1124, 4098, 0.436676, 0.1, 0, 0.1, 0.7, 0.1, 0
1106, 1125, 4098, 0.438915, 0.5, 0.1, 0.3, 0, 0, 0.1
1107, 1126, 4098, 0.476176, 0, 0.3, 0, 0, 0.1, 0.6
1108, 1127, 4098, 0.493514, 0, 0.2, 0.1, 0.6, 0, 0.1
1109, 1128, 4098, 0.538846, 0.1, 0.3, 0, 0.5, 0.1, 0
1110, 1129, 4098, 0.554534, 0.5, 0.1, 0, 0.2, 0, 0.2
1111, 1130, 4098, 0.46899, 0.4, 0, 0, 0.4, 0.2, 0
1112, 1131, 4098, 0.528231, 0, 0.6, 0, 0.1, 0.1, 0.2
1113, 1132, 4098, 0.475918, 0, 0, 0.2, 0.1, 0.4, 0.3
1114, 1133, 4098, 0.450136, 0, 0.1, 0.5, 0, 0.2, 0.2
1115, 1134, 4098, 0.528059, 0, 0.4, 0, 0.5, 0, 0.1
1116, 1135, 4098, 0.503302, 0.3, 0.2, 0, 0.1, 0, 0.4
1117, 1136, 4098, 0.396478, 0.3, 0, 0.3, 0.1, 0.3, 0
1118, 1137, 4098, 0.459117, 0, 0, 0.5, 0.5, 0, 0
1119, 1138, 4098, 0.472751, 0, 0.4, 0.2, 0, 0.4, 0
1120, 1139, 4098, 0.547272, 0.2, 0.5, 0, 0, 0, 0.3
1121, 1140, 4098, 0.476985, 0, 0.1, 0.7, 0.1, 0, 0.1
1122, 1141, 4098, 0.564045, 0, 0.5, 0, 0.3, 0, 0.2
1123, 1142, 4098, 0.494828, 0.2, 0.1, 0.1, 0, 0, 0.6
1124, 1143, 4098, 0.59982, 0.1, 0.7, 0, 0, 0, 0.2
1125, 1144, 4098, 0.586413, 0.3, 0.3, 0, 0, 0, 0.4
1126, 1145, 4098, 0.502236, 0, 0, 0, 0.3, 0.2, 0.5
1127, 1146, 4098, 0.480228, 0, 0.5, 0.3, 0, 0.2, 0
1128, 1147, 4098, 0.498245, 0.3, 0.2, 0, 0, 0.2, 0.3
1129, 1148, 4098, 0.56727, 0.3, 0.1, 0, 0.3, 0, 0.3
1130, 1149, 4098, 0.603965, 0, 0.6, 0, 0.3, 0, 0.1
1131, 1150, 4098, 0.556806, 0.1, 0.1, 0, 0.8, 0, 0
1132, 1151, 4098, 0.496786, 0.2, 0.3, 0.2, 0.3, 0, 0
1133, 1152, 4098, 0.508116, 0.1, 0.5, 0.1, 0.3, 0, 0
1134, 1154, 4098, 0.479201, 0, 0.1, 0, 0.3, 0.6, 0
1135, 1155, 4098, 0.492229, 0, 0.3, 0, 0.1, 0.1, 0.5
1136, 1156, 4098, 0.403891, 0.2, 0, 0.5, 0.1, 0.2, 0
1137, 1157, 4098, 0.552663, 0.2, 0, 0, 0.3, 0.1, 0.4
1138, 1158, 4098, 0.462502, 0.3, 0, 0, 0, 0, 0.7
1139, 1159, 4098, 0.457952, 0.3, 0, 0.1, 0.5, 0.1, 0
1140, 1160, 4098, 0.509047, 0.2, 0.4, 0, 0, 0.4, 0
1141, 1161, 4098, 0.46498, 0.2, 0.1, 0.4, 0.3, 0, 0
1142, 1162, 4098, 0.505465, 0.1, 0.5, 0, 0, 0.3, 0.1
1143, 1163, 4098, 0.43035, 0.3, 0, 0, 0, 0.5, 0.2
1144, 1164, 4098, 0.460187, 0, 0.5, 0.4, 0, 0, 0.1
1145, 1165, 4098, 0.43182, 0.3, 0, 0, 0, 0.4, 0.3
1146, 1166, 4098, 0.449116, 0.1, 0, 0, 0.7, 0.2, 0
1147, 1167, 4098, 0.431329, 0.6, 0, 0.3, 0, 0, 0.1
1148, 1168, 4098, 0.409771, 0.2, 0, 0.1, 0.3, 0.4, 0
1149, 1169, 4098, 0.443877, 0, 0, 0.4, 0.3, 0.3, 0
1150, 1170, 4098, 0.4802, 0, 0.3, 0.3, 0.3, 0, 0.1
1151, 1171, 4098, 0.51832, 0.3, 0.3, 0, 0.4, 0, 0
1152, 1172, 4098, 0.43717, 0.1, 0, 0.2, 0.6, 0.1, 0
1153, 1173, 4098, 0.416599, 0, 0.1, 0.4, 0.1, 0.4, 0
1154, 1174, 4098, 0.427, 0.4, 0, 0, 0.3, 0.3, 0
1155, 1175, 4098, 0.540344, 0.1, 0.8, 0, 0.1, 0, 0
1156, 1176, 4098, 0.429015, 0.2, 0, 0.1, 0.4, 0.3, 0
1157, 1177, 4098, 0.457273, 0.4, 0, 0, 0, 0.1, 0.5
1158, 1178, 4098, 0.526927, 0.6, 0.1, 0, 0.1, 0, 0.2
1159, 1179, 4098, 0.509519, 0.4, 0.4, 0.1, 0, 0.1, 0
1160, 1180, 4098, 0.468168, 0.3, 0.2, 0, 0, 0.5, 0
1161, 1181, 4098, 0.414525, 0.2, 0, 0.1, 0.2, 0.5, 0
1162, 1182, 4098, 0.499395, 0.6, 0, 0, 0, 0.4, 0
1163, 1183, 4098, 0.474577, 0, 0.5, 0.4, 0.1, 0, 0
1164, 1184, 4098, 0.53188, 0.1, 0, 0, 0.9, 0, 0
1165, 1185, 4098, 0.501581, 0.2, 0.2, 0.1, 0, 0, 0.5
1166, 1186, 4098, 0.485884, 0, 0, 0.3, 0.3, 0.2, 0.2
1167, 1187, 4098, 0.476095, 0, 0, 0.1, 0.1, 0.3, 0.5
1168, 1188, 4098, 0.439681, 0, 0, 0.6, 0, 0.4, 0
1169, 1189, 4098, 0.474236, 0, 0.3, 0.1, 0.5, 0.1, 0
1170, 1190, 4098, 0.411892, 0.4, 0, 0.2, 0, 0.3, 0.1
1171, 1191, 4098, 0.47399, 0.1, 0.1, 0.4, 0.4, 0, 0
1172, 1192, 4098, 0.51087, 0, 0.1, 0, 0.2, 0.4, 0.3
1173, 1193, 4098, 0.483561, 0.3, 0.1, 0, 0, 0.2, 0.4
1174, 1194, 4098, 0.473273, 0, 0.1, 0.3, 0, 0, 0.6
1175, 1195, 4098, 0.484645, 0.2, 0.4, 0.3, 0.1, 0, 0
1176, 1196, 4098, 0.468769, 0, 0.5, 0.2, 0.1, 0, 0.2
1177, 1197, 4098, 0.449541, 0, 0, 0.5, 0, 0.1, 0.4
1178, 1198, 4098, 0.461768, 0.2, 0, 0.3, 0, 0, 0.5
1179, 1199, 4098, 0.442211, 0.1, 0.2, 0.3, 0, 0, 0.4
1180, 1200, 4098, 0.462387, 0, 0, 0, 0.3, 0.6, 0.1
1181, 1201, 4098, 0.464091, 0.1, 0.1, 0.7, 0.1, 0, 0
1182, 1202, 4098, 0.502952, 0.1, 0, 0, 0.5, 0.1, 0.3
1183, 1203, 4098, 0.568155, 0.2, 0.1, 0, 0.3, 0, 0.4
1184, 1204, 4098, 0.458995, 0, 0, 0.1, 0.1, 0.6, 0.2
1185, 1205, 4098, 0.569057, 0.1, 0.6, 0, 0.3, 0, 0
1186, 1206, 4098, 0.46767, 0.1, 0, 0.3, 0, 0.1, 0.5
1187, 1207, 4098, 0.524717, 0, 0, 0, 0.5, 0.1, 0.4
1188, 1208, 4098, 0.56723, 0, 0.5, 0, 0.3, 0.1, 0.1
1189, 1209, 4098, 0.490649, 0.3, 0, 0, 0.3, 0.2, 0.2
1190, 1210, 4098, 0.44095, 0, 0, 0, 0.1, 0.8, 0.1
1191, 1211, 4098, 0.418463, 0.2, 0, 0.5, 0.2, 0.1, 0
1192, 1212, 4098, 0.471811, 0, 0, 0.1, 0.1, 0.5, 0.3
1193, 1213, 4098, 0.466813, 0.1, 0.4, 0.3, 0, 0, 0.2
1194, 1214, 4098, 0.438111, 0.2, 0.1, 0.5, 0, 0, 0.2
1195, 1215, 4098, 0.42053, 0.1, 0.1, 0.5, 0, 0.3, 0
1196, 1216, 4098, 0.484863, 0.1, 0.3, 0.3, 0.3, 0, 0
1197, 1218, 4098, 0.450669, 0.3, 0.2, 0.3, 0, 0, 0.2
1198, 1219, 4098, 0.479985, 0.1, 0.3, 0, 0, 0.4, 0.2
1199, 1220, 4098, 0.448204, 0, 0, 0.4, 0, 0.1, 0.5
1200, 1221, 4098, 0.5233, 0.4, 0.2, 0, 0, 0, 0.4
1201, 1222, 4098, 0.43536, 0, 0, 0.2, 0.4, 0.4, 0
1202, 1223, 4098, 0.478105, 0, 0.2, 0, 0.1, 0.7, 0
1203, 1224, 4098, 0.558058, 0.9, 0, 0, 0, 0.1, 0
1204, 1225, 4098, 0.462372, 0, 0, 0.2, 0.5, 0.2, 0.1
1205, 1226, 4098, 0.462413, 0, 0, 0, 0.4, 0.3, 0.3
1206, 1227, 4098, 0.399815, 0.2, 0, 0.1, 0, 0.6, 0.1
1207, 1228, 4098, 0.459129, 0.1, 0, 0, 0.3, 0.5, 0.1
1208, 1229, 4098, 0.49452, 0, 0.1, 0.2, 0.2, 0, 0.5
1209, 1230, 4098, 0.545109, 0, 0, 0, 0.9, 0, 0.1
1210, 1231, 4098, 0.466196, 0, 0, 0, 0.7, 0.2, 0.1
1211, 1232, 4098, 0.446244, 0.2, 0.4, 0.3, 0, 0, 0.1
1212, 1233, 4098, 0.459885, 0.1, 0.7, 0.2, 0, 0, 0
1213, 1234, 4098, 0.434287, 0, 0.3, 0.4, 0, 0.1, 0.2
1214, 1235, 4098, 0.496264, 0.5, 0.3, 0, 0, 0.2, 0
1215, 1236, 4098, 0.428898, 0, 0.1, 0.2, 0, 0.5, 0.2
1216, 1237, 4098, 0.47194, 0.3, 0.2, 0, 0.5, 0, 0
1217, 1238, 4098, 0.405732, 0.3, 0, 0.2, 0.2, 0.3, 0
1218, 1239, 4098, 0.500405, 0.2, 0.4, 0.1, 0, 0, 0.3
1219, 1240, 4098, 0.447628, 0, 0, 0.7, 0, 0, 0.3
1220, 1241, 4098, 0.40609, 0.1, 0, 0.2, 0, 0.5, 0.2
1221, 1242, 4098, 0.452192, 0.3, 0, 0.1, 0.4, 0.2, 0
1222, 1243, 4098, 0.525244, 0.2, 0.3, 0, 0.2, 0, 0.3
1223, 1244, 4098, 0.429702, 0.3, 0, 0.5, 0.2, 0, 0
1224, 1245, 4098, 0.452929, 0.2, 0.3, 0.2, 0, 0.3, 0
1225, 1246, 4098, 0.434332, 0.1, 0.2, 0.1, 0, 0.6, 0
1226, 1247, 4098, 0.468914, 0.1, 0.1, 0.4, 0, 0, 0.4
1227, 1248, 4098, 0.557702, 0.1, 0.1, 0, 0.2, 0, 0.6
1228, 1249, 4098, 0.55606, 0.3, 0.5, 0, 0, 0, 0.2
1229, 1250, 4098, 0.495174, 0.4, 0, 0.1, 0.2, 0, 0.3
1230, 1251, 4098, 0.486887, 0.5, 0.1, 0, 0.2, 0.2, 0
1231, 1252, 4098, 0.423609, 0, 0.1, 0.3, 0, 0.5, 0.1
1232, 1253, 4098, 0.515909, 0, 0.1, 0, 0.7, 0.2, 0
1233, 1254, 4098, 0.461586, 0.1, 0, 0.1, 0.8, 0, 0
1234, 1255, 4098, 0.428476, 0.1, 0.3, 0.4, 0, 0, 0.2
1235, 1256, 4098, 0.413249, 0, 0.2, 0.2, 0, 0.5, 0.1
1236, 1257, 4098, 0.438249, 0.1, 0.2, 0.6, 0, 0.1, 0
1237, 1258, 4098, 0.436525, 0.4, 0, 0.3, 0.2, 0, 0.1
1238, 1259, 4098, 0.432812, 0.2, 0, 0, 0, 0.7, 0.1
1239, 1260, 4098, 0.469879, 0, 0, 0.4, 0.2, 0.1, 0.3
1240, 1261, 4098, 0.467538, 0.1, 0, 0, 0.5, 0.3, 0.1
1241, 1262, 4098, 0.412299, 0.3, 0, 0.5, 0, 0.1, 0.1
1242, 1263, 4098, 0.465658, 0.2, 0, 0.3, 0.3, 0, 0.2
1243, 1264, 4098, 0.432052, 0, 0.3, 0.3, 0, 0.1, 0.3
1244, 1265, 4098, 0.467141, 0.1, 0.2, 0.3, 0.4, 0, 0
1245, 1266, 4098, 0.485951, 0, 0.1, 0.2, 0.4, 0, 0.3
1246, 1267, 4098, 0.447365, 0.5, 0, 0.1, 0, 0.3, 0.1
1247, 1268, 4098, 0.493339, 0, 0.1, 0.4, 0.1, 0, 0.4
1248, 1269, 4098, 0.57211, 0.2, 0.2, 0, 0.5, 0, 0.1
1249, 1270, 4098, 0.455021, 0.1, 0, 0.3, 0, 0.2, 0.4
1250, 1271, 4098, 0.473345, 0, 0.3, 0, 0, 0.4, 0.3
1251, 1272, 4098, 0.500725, 0, 0.7, 0.1, 0.2, 0, 0
1252, 1273, 4098, 0.466967, 0.2, 0, 0.4, 0.1, 0, 0.3
1253, 1274, 4098, 0.465974, 0, 0, 0.1, 0.2, 0.5, 0.2
1254, 1275, 4098, 0.519467, 0.1, 0.6, 0.1, 0, 0.2, 0
1255, 1276, 4098, 0.528556, 0, 0.4, 0, 0, 0.3, 0.3
1256, 1277, 4098, 0.532484, 0.4, 0.2, 0, 0.3, 0, 0.1
1257, 1278, 4098, 0.413204, 0.1, 0, 0.3, 0, 0.6, 0
1258, 1279, 4098, 0.452889, 0.5, 0.1, 0.2, 0.2, 0, 0
1259, 1280, 4098, 0.486499, 0.2, 0, 0.1, 0.5, 0, 0.2
1260, 1282, 4098, 0.44309, 0.4, 0, 0.3, 0.1, 0, 0.2
1261, 1283, 4098, 0.476937, 0.7, 0, 0.1, 0.1, 0, 0.1
1262, 1284, 4098, 0.406817, 0.2, 0, 0.2, 0.1, 0.5, 0
1263, 1285, 4098, 0.49228, 0, 0.4, 0.3, 0.2, 0.1, 0
1264, 1286, 4098, 0.494507, 0.5, 0, 0, 0.1, 0.2, 0.2
1265, 1287, 4098, 0.486699, 0, 0.5, 0.1, 0, 0, 0.4
1266, 1288, 4098, 0.471974, 0.3, 0.1, 0, 0, 0.4, 0.2
1267, 1289, 4098, 0.506679, 0.1, 0.2, 0, 0.6, 0, 0.1
1268, 1290, 4098, 0.413188, 0.3, 0, 0.3, 0.2, 0.2, 0
1269, 1291, 4098, 0.442572, 0.1, 0, 0, 0.1, 0.5, 0.3
1270, 1292, 4098, 0.450863, 0.1, 0.5, 0.3, 0, 0, 0.1
1271, 1293, 4098, 0.495561, 0, 0.5, 0, 0, 0.1, 0.4
1272, 1294, 4098, 0.525937, 0.2, 0, 0, 0.7, 0.1, 0
1273, 1295, 4098, 0.488391, 0, 0.4, 0, 0, 0, 0.6
1274, 1296, 4098, 0.451311, 0.1, 0, 0.3, 0.4, 0.2, 0
1275, 1297, 4098, 0.489351, 0, 0.4, 0, 0.6, 0, 0
1276, 1298, 4098, 0.492269, 0, 0.4, 0.1, 0.4, 0, 0.1
1277, 1299, 4098, 0.472725, 0.3, 0.2, 0.1, 0, 0, 0.4
1278, 1300, 4098, 0.400614, 0.2, 0, 0.4, 0.1, 0.3, 0
1279, 1301, 4098, 0.455603, 0, 0.2, 0.2, 0, 0.3, 0.3
1280, 1302, 4098, 0.420266, 0, 0.2, 0.1, 0, 0.5, 0.2
1281, 1303, 4098, 0.468522, 0.3, 0.1, 0, 0, 0.5, 0.1
1282, 1304, 4098, 0.580788, 0.2, 0.2, 0, 0.1, 0, 0.5
1283, 1305, 4098, 0.591718, 0.3, 0.5, 0, 0.2, 0, 0
1284, 1306, 4098, 0.508121, 0.4, 0.3, 0.1, 0.2, 0, 0
1285, 1307, 4098, 0.528633, 0.4, 0, 0, 0.3, 0, 0.3
1286, 1308, 4098, 0.470572, 0.1, 0.4, 0.3, 0.2, 0, 0
1287, 1309, 4098, 0.504437, 0.7, 0, 0, 0, 0.1, 0.2
1288, 1310, 4098, 0.448029, 0, 0, 0.4, 0.1, 0.4, 0.1
1289, 1311, 4098, 0.464397, 0.2, 0.1, 0, 0.2, 0.5, 0
1290, 1312, 4098, 0.547557, 0.4, 0.4, 0, 0.1, 0, 0.1
1291, 1313, 4098, 0.557763, 0.1, 0.4, 0, 0, 0, 0.5
1292, 1314, 4098, 0.446568, 0.4, 0, 0.1, 0, 0.2, 0.3
1293, 1315, 4098, 0.463814, 0.1, 0, 0, 0.1, 0.1, 0.7
1294, 1316, 4098, 0.438493, 0.1, 0, 0, 0, 0.9, 0
1295, 1317, 4098, 0.476395, 0, 0, 0.3, 0.2, 0, 0.5
1296, 1318, 4098, 0.478274, 0, 0.2, 0.6, 0.1, 0, 0.1
1297, 1319, 4098, 0.405911, 0.3, 0, 0.3, 0, 0.4, 0
1298, 1320, 4098, 0.402616, 0.2, 0, 0.2, 0.3, 0.3, 0
1299, 1321, 4098, 0.51045, 0.3, 0.4, 0, 0, 0.2, 0.1
1300, 1322, 4098, 0.500271, 0, 0.3, 0.3, 0.4, 0, 0
1301, 1323, 4098, 0.468403, 0, 0.6, 0.2, 0.1, 0.1, 0
1302, 1324, 4098, 0.452932, 0.4, 0, 0.1, 0.4, 0.1, 0
1303, 1325, 4098, 0.47056, 0, 0.1, 0.1, 0.6, 0.2, 0
1304, 1326, 4098, 0.42045, 0.1, 0.2, 0.4, 0, 0.3, 0
1305, 1327, 4098, 0.521837, 0, 0.2, 0, 0.4, 0.1, 0.3
1306, 1328, 4098, 0.457475, 0.4, 0, 0, 0.1, 0.5, 0
1307, 1329, 4098, 0.417116, 0.1, 0, 0.5, 0.2, 0.2, 0
1308, 1330, 4098, 0.508548, 0.2, 0.3, 0, 0.4, 0, 0.1
1309, 1331, 4098, 0.464189, 0, 0, 0, 0, 0.9, 0.1
1310, 1332, 4098, 0.583084, 0.5, 0.1, 0, 0, 0.1, 0.3
1311, 1333, 4098, 0.567367, 0, 0.4, 0, 0.2, 0.3, 0.1
1312, 1334, 4098, 0.576969, 0.2, 0.3, 0, 0.5, 0, 0
1313, 1335, 4098, 0.497102, 0.1, 0.3, 0.1, 0, 0, 0.5
1314, 1336, 4098, 0.466832, 0.2, 0, 0.2, 0, 0.1, 0.5
1315, 1337, 4098, 0.500427, 0.3, 0.4, 0.1, 0, 0, 0.2
1316, 1338, 4098, 0.44117, 0, 0, 0.4, 0, 0.4, 0.2
1317, 1339, 4098, 0.551421, 0, 0.3, 0, 0.4, 0.2, 0.1
1318, 1340, 4098, 0.445456, 0.1, 0, 0, 0.1, 0.4, 0.4
1319, 1341, 4098, 0.493599, 0, 0.6, 0.1, 0.2, 0.1, 0
1320, 1342, 4098, 0.433958, 0.3, 0.1, 0.4, 0, 0, 0.2
1321, 1343, 4098, 0.451917, 0.3, 0, 0.3, 0.1, 0, 0.3
1322, 1344, 4098, 0.424434, 0.4, 0, 0.2, 0, 0.4, 0
1323, 1346, 4098, 0.477806, 0.4, 0.3, 0.3, 0, 0, 0
1324, 1347, 4098, 0.580339, 0, 0.8, 0, 0, 0.1, 0.1
1325, 1348, 4098, 0.476338, 0, 0.3, 0.1, 0.5, 0, 0.1
1326, 1349, 4098, 0.424242, 0.1, 0.1, 0, 0, 0.5, 0.3
1327, 1350, 4098, 0.454038, 0, 0.2, 0.5, 0, 0.1, 0.2
1328, 1351, 4098, 0.455716, 0.2, 0, 0.3, 0.5, 0, 0
1329, 1352, 4098, 0.494784, 0, 0.1, 0.1, 0.5, 0, 0.3
1330, 1353, 4098, 0.475203, 0, 0.4, 0.1, 0, 0.5, 0
1331, 1354, 4098, 0.581898, 0.6, 0.1, 0, 0, 0, 0.3
1332, 1355, 4098, 0.464074, 0.1, 0.1, 0, 0, 0.3, 0.5
1333, 1356, 4098, 0.442074, 0, 0, 0.3, 0.6, 0, 0.1
1334, 1357, 4098, 0.470169, 0, 0.7, 0.2, 0, 0.1, 0
1335, 1358, 4098, 0.505074, 0.6, 0.2, 0, 0, 0.1, 0.1
1336, 1359, 4098, 0.483757, 0, 0, 0.3, 0.4, 0, 0.3
1337, 1360, 4098, 0.482085, 0.6, 0, 0, 0, 0, 0.4
1338, 1361, 4098, 0.407738, 0.1, 0, 0.1, 0, 0.6, 0.2
1339, 1362, 4098, 0.450293, 0.1, 0.1, 0.7, 0, 0.1, 0
1340, 1363, 4098, 0.480198, 0, 0, 0.1, 0.2, 0.4, 0.3
1341, 1364, 4098, 0.467395, 0.5, 0.1, 0.2, 0, 0, 0.2
1342, 1365, 4098, 0.492067, 0.6, 0, 0.1, 0, 0, 0.3
1343, 1366, 4098, 0.514893, 0, 0.7, 0, 0, 0.1, 0.2
1344, 1367, 4098, 0.523153, 0.1, 0.1, 0, 0, 0, 0.8
1345, 1368, 4098, 0.522989, 0.2, 0.4, 0, 0.1, 0.3, 0
1346, 1369, 4098, 0.513542, 0.5, 0.2, 0, 0.1, 0.2, 0
1347, 1370, 4098, 0.426196, 0.3, 0.1, 0.3, 0, 0.3, 0
1348, 1371, 4098, 0.452266, 0.1, 0, 0, 0.2, 0.6, 0.1
1349, 1372, 4098, 0.482687, 0, 0, 0.1, 0.4, 0.1, 0.4
1350, 1373, 4098, 0.499865, 0.1, 0, 0.1, 0.3, 0, 0.5
1351, 1374, 4098, 0.435535, 0.1, 0, 0.2, 0.4, 0.3, 0
1352, 1375, 4098, 0.426561, 0.3, 0, 0.4, 0, 0.1, 0.2
1353, 1376, 4098, 0.473435, 0.1, 0.1, 0, 0.1, 0.7, 0
1354, 1377, 4098, 0.501598, 0.4, 0.1, 0, 0, 0.1, 0.4
1355, 1378, 4098, 0.452707, 0.2, 0.1, 0.4, 0, 0, 0.3
1356, 1379, 4098, 0.461622, 0.1, 0, 0.3, 0, 0, 0.6
1357, 1380, 4098, 0.423298, 0.1, 0, 0.5, 0, 0.3, 0.1
1358, 1381, 4098, 0.428354, 0.3, 0.1, 0.4, 0, 0.2, 0
1359, 1382, 4098, 0.490725, 0.3, 0.6, 0, 0, 0, 0.1
1360, 1383, 4098, 0.452178, 0.2, 0.4, 0.3, 0, 0.1, 0
1361, 1384, 4098, 0.435501, 0.1, 0, 0.4, 0.3, 0.2, 0
1362, 1385, 4098, 0.448409, 0, 0.4, 0.3, 0, 0.2, 0.1
1363, 1386, 4098, 0.484571, 0.4, 0, 0, 0.1, 0.2, 0.3
1364, 1387, 4098, 0.445202, 0.1, 0.3, 0.5, 0, 0.1, 0
1365, 1388, 4098, 0.513825, 0, 0.2, 0.1, 0.5, 0, 0.2
1366, 1389, 4098, 0.502012, 0.1, 0.5, 0, 0.3, 0.1, 0
1367, 1390, 4098, 0.442937, 0.1, 0.3, 0.6, 0, 0, 0
